aic,atc
047748785,2AA1B04
047748797,2AA1B04
047753330,2AA1A03
047753342,2AA1A03
047753355,2AA1A03
047753367,2AA1A03
047753379,2AA1A03
047753381,2AA1B03
047753393,2AA1B03
047753405,2AA1B03
047753417,2AA1B03
047753429,2AA1B03
047753431,2AA1B03
047753443,2AA1B03
047753456,2AA1B03
047753468,2AA2C
047753470,2AA2C
047753482,2AA2C
047753494,2AA2C
047753506,2AA2C
047753518,2AA2C
047753520,2AA2C
047758293,2AA3C
047758305,2AA3C
047758317,2AA1A03
047758329,2AA1A03
047758331,2AA1A03
047758343,2AA1A03
047758356,2AA1A03
047758368,2AA1A03
047758370,2AA1A03
047758382,2AA1B03
047758394,2AA1B03
047758406,2AA1B03
047758418,2AA1B03
047758420,2AA1B03
047758432,2AA1B03
047758444,2AA1B03
047758457,2AA1B03
047758469,2AA2C
047758471,2AA2C
047758483,2AA2C
047762152,2AA1B03
047762164,2AA2C
047762176,2AA2C
047762188,2AA2C
047762190,2AA2C
047762202,2AA2C
047762214,2AA2C
047762226,2AA2C
047762238,2AA2C
047762240,2AA3C
047762253,2AA3C
047762265,2AA3C
047762277,2AA3C
047762289,2AA3C
047762291,2AA3C
047762303,2AA3C
047762315,2AA1A03
047762327,2AA1A03
047762339,2AA1A03
047762341,2AA1A03
047769702,2AA1B04
047769714,2AA1B04
047769726,2AA1B04
047769738,2AA1B04
047769740,2AA1B04
047769753,2AA1B04
047769765,2AA2D
047769777,2AA2D
047769789,2AA2D
047769791,2AA2D
047769803,2AA2D
047769815,2AA2D
047769827,2AA2D
047769839,2AA2D
047769841,2AA3D
047769854,2AA3D
047769866,2AA3D
047769878,2AA3D
047769880,2AA3D
047769892,2AA3D
047769904,2AA3D
047774765,2AA3D
047774777,2AA3D
047774789,2AA3D
047774791,2AA3D
047774803,2AA3D
047774815,2AA3D
047774827,2AA7X
047774839,2AA7X
047774841,2AA7X
047774854,2AA7X
047774866,2AA7X
047775010,2AA1A03
047775022,2AA1A03
047775034,2AA1A03
047775046,2AA1A03
047775059,2AA1A03
047775061,2AA1A03
047775073,2AA1A03
047775085,2AA1A03
047775097,2AA1A03
047775109,2AA1B03
047775111,2AA1B03
047781051,2AA1B03
047781063,2AA1B03
047781075,2AA1B03
047781087,2AA1B03
047781099,2AA1B03
047781101,2AA1B03
047781113,2AA1B03
047781125,2AA2C
047781137,2AA2C
047781149,2AA2C
047781152,2AA2C
047781164,2AA2C
047781176,2AA1B04
047781188,2AA1B04
047781190,2AA1B04
047781202,2AA1B04
047781214,2AA1B04
047781226,2AA2D
047781238,2AA2D
047781240,2AA2D
047781253,2AA2D
047785631,2AA3C
047785643,2AA3C
047785656,2AA3C
047785668,2AA3C
047785670,2AA1A04
047785682,2AA1A04
047785694,2AA1A04
047785706,2AA1A04
047785718,2AA1A04
047785720,2AA1A04
047785732,2AA1A04
047785744,2AA1A04
047785757,2AA1A04
047785769,2AA1A04
047785771,2AA1B04
047785783,2AA1B04
047785795,2AA1B04
047785807,2AA1B04
047785819,2AA1B04
047785821,2AA1B04
047785833,2AA1B04
047792116,2AA1B03
047792128,2AA1B03
047792130,2AA1B03
047792142,2AA1B03
047792155,2AA1B03
047792167,2AA1B03
047792179,2AA3C
047792181,2AA3C
047792193,2AA3C
047792205,2AA3C
047792217,2AA3C
047792229,2AA3C
047792231,2AA3C
047792243,2AA2C
047792256,2AA2C
047792268,2AA2C
047792270,2AA2C
047792282,2AA2C
047792294,2AA2C
047792306,2AA2C
047799438,2AA1A04
047799440,2AA1A04
047799453,2AA1A04
047799465,2AA1B04
047799477,2AA1B04
047799489,2AA1B04
047799491,2AA1B04
047799503,2AA1B04
047799515,2AA1B04
047799527,2AA1B04
047799539,2AA1B04
047799541,2AA2D
047799554,2AA2D
047799566,2AA2D
047799578,2AA2D
047799580,2AA2D
047799592,2AA2D
047799604,2AA2D
047799616,2AA2D
047799628,2AA3D
047799630,2AA3D
047807351,2AA2A
047807363,2AA2A
047807375,2AA2A
047807387,2AA2A
047807399,2AA2A
047807401,2AA2A
047807413,2AA2A
047807425,2AA3A
047807437,2AA3A
047807449,2AA3A
047807452,2AA3A
047807464,2AA1B01
047807476,2AA1B01
047807488,2AA1B01
047807490,2AA1B01
047807502,2AA1B01
047807514,2AA2A
047807526,2AA2A
047807538,2AA2A
047807540,2AA1A01
047808011,2AA1A03
047808023,2AA1A03
047718604,2AA3C
047718616,2AA1A04
047718628,2AA1A03
047718630,2AA1A03
047718642,2AA1A04
047718655,2AA1A04
047718667,2AA1A04
047718679,2AA1A03
047718681,2AA1B04
047718693,2AA1B04
047718705,2AA1B04
047718717,2AA1B03
047718729,2AA1B04
047718731,2AA1B04
047718743,2AA1B03
047718756,2AA1B04
047718768,2AA2D
047718770,2AA2D
047718782,2AA2D
047718794,2AA2D
047723299,2AA2C
047723301,2AA2C
047723313,2AA3C
047723325,2AA3C
047723337,2AA3C
047723349,2AA3C
047723352,2AA3C
047723364,2AA3C
047723376,2AA3C
047723388,2AA3C
047723390,2AA3C
047723402,2AA3C
047723414,2AA3C
047723426,2AA3C
047723438,2AA3C
047723440,2AA3C
047723453,2AA3C
047723465,2AA3C
047723477,2AA3C
047723489,2AA3C
047723491,2AA3C
047723503,2AA1B04
047726930,2AA3A
047726942,2AA3A
047726955,2AA1B01
047726967,2AA1B01
047726979,2AA1B01
047726981,2AA1B01
047726993,2AA1B01
047727019,2AA1B01
047727021,2AA1B01
047727033,2AA1B01
047727045,2AA1B01
047727058,2AA1B01
047727060,2AA2A
047727072,2AA2A
047727084,2AA2A
047727096,2AA2A
047727108,2AA2A
047727110,2AA2A
047727122,2AA2A
047727134,2AA2A
047727146,2AA2A
047727159,2AA2A
047730799,2AA2D
047730801,2AA2D
047730813,2AA3D
047730825,2AA3D
047730837,2AA3D
047730849,2AA3D
047730852,2AA3D
047730864,2AA3D
047730876,2AA3D
047734013,2AA1A03
047734025,2AA1A03
047734037,2AA1A03
047734049,2AA1A03
047734052,2AA1A03
047734064,2AA1A03
047734076,2AA1A03
047734088,2AA1A03
047734090,2AA1B03
047734102,2AA1B03
047734114,2AA1B03
047734126,2AA1B03
047743669,2AA3D
047743671,2AA3D
047743683,2AA3D
047743695,2AA3D
047743707,2AA3D
047743719,2AA3D
047743721,2AA3D
047743733,2AA3D
047743745,2AA3D
047743758,2AA3D
047743760,2AA3D
047743772,2AA3D
047743784,2AA3D
047743796,2AA3D
047743808,2AA3D
047743810,2AA3D
047743822,2AA3D
047743834,2AA3D
047743846,2AA3D
047743859,2AA3D
047743861,2AA3D
047743873,2AA3D
047748809,2AA1B04
047748811,2AA1B04
047748823,2AA1B04
047748835,2AA1B04
047748847,2AA1B04
047748850,2AA1B04
047748862,2AA1B04
047748874,2AA2D
047748886,2AA2D
047748898,2AA2D
047748900,2AA2D
047748912,2AA2D
047748924,2AA2D
047748936,2AA2D
047748948,2AA2D
047748951,2AA2D
047748963,2AA2D
047748975,2AA2D
047748987,2AA2D
047748999,2AA2D
047749015,2AA3D
047753532,2AA2C
047753544,2AA3C
047753557,2AA3C
047753569,2AA3C
047753571,2AA3C
047753583,2AA3C
047753595,2AA3C
047753607,2AA3C
047753619,2AA1A04
047753621,2AA1A04
047753633,2AA1A04
047753645,2AA1A04
047753658,2AA1A04
047753660,2AA1A04
047753672,2AA1A04
047753684,2AA1B04
047753696,2AA1B04
047753708,2AA1B04
047753710,2AA1B04
047753722,2AA1B04
047758495,2AA2C
047758507,2AA2C
047758519,2AA2C
047758521,2AA2C
047758533,2AA2C
047758545,2AA3C
047758558,2AA3C
047758560,2AA3C
047758572,2AA3C
047758584,2AA3C
047758596,2AA3C
047758608,2AA3C
047758610,2AA1A04
047758622,2AA1A04
047758634,2AA1A04
047758646,2AA1A04
047758659,2AA1A04
047758661,2AA1A04
047758673,2AA1A04
047758685,2AA1B04
047762354,2AA1A03
047762366,2AA1A03
047762378,2AA1A03
047762380,2AA1B03
047762392,2AA1B03
047762404,2AA1B03
047762416,2AA1B03
047762428,2AA1B03
047762430,2AA1B03
047762442,2AA1B03
047762455,2AA1B03
047762467,2AA2C
047762479,2AA2C
047762481,2AA2C
047762493,2AA2C
047762505,2AA2C
047762517,2AA2C
047762529,2AA2C
047762531,2AA2C
047762543,2AA3C
047770019,M04AA03
047770021,M04AA03
047770033,M04AA03
047770045,M04AA03
047770058,M04AA03
047770060,M04AA03
047770072,M04AA03
047770084,M04AA03
047771011,2AA1A03
047771023,2AA1A03
047771035,2AA1A03
047771047,2AA1A03
047771050,2AA1A03
047771062,2AA1A03
047771074,2AA1B03
047771086,2AA1B03
047771098,2AA1B03
047771100,2AA1B03
047771112,2AA1B03
047771124,2AA1B03
047775123,2AA1B03
047775135,2AA1B03
047775147,2AA1B03
047775150,2AA1B03
047775162,2AA1B03
047775174,2AA1B03
047775186,2AA1B03
047775198,2AA2C
047775200,2AA2C
047775212,2AA2C
047775224,2AA2C
047775236,2AA2C
047775248,2AA2C
047775251,2AA2C
047775263,2AA2C
047775275,2AA2C
047775287,2AA3C
047775299,2AA3C
047775301,2AA3C
047775313,2AA3C
047775325,2AA3C
047781265,2AA1A01
047781277,2AA1A01
047781289,2AA1A01
047781291,2AA1B01
047781303,2AA1B01
047781315,2AA1B01
047781327,2AA1B01
047781339,2AA1B01
047781341,2AA1B01
047781354,2AA1B01
047781366,2AA1B01
047781378,2AA1B01
047781380,2AA2A
047781392,2AA2A
047781404,2AA2A
047781416,2AA2A
047781428,2AA2A
047781430,2AA2A
047781442,2AA2A
047781455,2AA1B01
047781467,2AA1B01
047785845,2AA1B04
047785858,2AA2D
047785860,2AA2D
047785872,2AA2D
047785884,2AA2D
047785896,2AA2D
047785908,2AA2D
047785910,2AA2D
047785922,2AA2D
047785934,2AA3D
047785946,2AA3D
047785959,2AA3D
047785961,2AA3D
047785973,2AA3D
047785985,2AA3D
047785997,2AA3D
047786013,2AA1A01
047786025,2AA1A01
047786037,2AA1A01
047786049,2AA1A01
047786052,2AA1A01
047792318,2AA2C
047792320,2AA1A04
047792332,2AA1A04
047792344,2AA1A04
047792357,2AA1A04
047792369,2AA1A04
047792371,2AA1A04
047792383,2AA1A04
047792395,2AA1A04
047792407,2AA1A04
047792419,2AA1A04
047792421,2AA1B04
047792433,2AA1B04
047792445,2AA1B04
047792458,2AA1B04
047792460,2AA1B04
047792472,2AA1B04
047792484,2AA3D
047792496,2AA3D
047792508,2AA3D
047799642,2AA3D
047799655,2AA3D
047799667,2AA3D
047799679,2AA3D
047799681,2AA3D
047800014,2AA1A03
047800026,2AA1A03
047800038,2AA1A03
047800040,2AA1A03
047800053,2AA1A03
047800065,2AA1A03
047800077,2AA1A03
047800089,2AA1A03
047800091,2AA1A03
047800103,2AA1A03
047800115,2AA1B03
047800127,2AA1B03
047800139,2AA1B03
047800141,2AA1B03
047800154,2AA1B03
047808035,2AA1B03
047808047,2AA1B03
047808050,2AA1B03
047808062,2AA1B03
047808074,2AA1B03
047808086,2AA1B03
047808098,2AA1B03
047808100,2AA1B03
047808112,2AA2C
047808124,2AA2C
047808136,2AA2C
047808148,2AA2C
047808151,2AA2C
047808163,2AA2C
047808175,2AA1B04
047808187,2AA1B04
047808199,2AA1B04
047808201,2AA1B04
047808213,2AA1B04
047808225,2AA1B04
047808237,2AA2D
047718806,2AA2D
047718818,2AA2D
047718820,2AA2D
047718832,2AA2D
047718844,2AA3A
047718857,2AA3D
047718869,2AA1B04
047718871,2AA1B04
047718883,2AA3A
047718895,2AA1A04
047718907,2AA1A04
047720014,2AA1A03
047720026,2AA1A03
047720038,2AA1A03
047720040,2AA1A03
047720053,2AA1A03
047720065,2AA1A03
047720077,2AA1A03
047720089,2AA1A03
047720091,2AA1B03
047720103,2AA1B03
047723515,2AA1B04
047723527,2AA1B04
047723539,2AA1B04
047723541,2AA1B04
047723554,2AA1B04
047723566,2AA1B04
047723578,2AA1B04
047723580,2AA1B04
047723592,2AA1B04
047723604,2AA1B04
047723616,2AA1B04
047723628,2AA1B04
047723630,2AA1B04
047723642,2AA1B04
047723655,2AA2D
047723667,2AA2D
047723679,2AA2D
047723681,2AA2D
047723693,2AA2D
047723705,2AA2D
047723717,2AA2D
047727161,2AA2A
047727173,2AA2A
047727185,2AA2A
047727197,2AA3A
047727209,2AA3A
047727211,2AA3A
047727223,2AA3A
047727235,2AA3A
047727247,2AA3A
047727250,2AA3A
047727262,2AA3A
047727274,2AA3A
047727286,2AA3A
047727298,2AA3A
047727300,2AA3A
047727312,2AA3A
047727324,2AA3A
047727336,2AA3A
047727348,2AA3A
047727351,2AA3A
047727363,2AA3A
047727375,2AA3A
047734138,2AA1B03
047734140,2AA1B03
047734153,2AA2C
047734165,2AA2C
047734177,2AA2C
047734189,2AA2C
047734191,2AA2C
047734203,2AA2C
047734215,2AA2C
047734227,2AA2C
047734239,2AA1A04
047734241,2AA1A04
047734254,2AA1A04
047734266,2AA1A04
047734278,2AA1A04
047734280,2AA1A04
047734292,2AA1A04
047734304,2AA1B04
047734316,2AA1B04
047734328,2AA1B04
047734330,2AA1B04
047734342,2AA1B04
047743885,2AA3D
047743897,2AA3D
047743909,2AA1A01
047743911,2AA1A01
047743923,2AA1A01
047743935,2AA1A01
047743947,2AA1A01
047743950,2AA1A01
047743962,2AA1A01
047743974,2AA1A01
047743986,2AA1A01
047743998,2AA1A01
047744014,2AA1A01
047744026,2AA1B01
047744038,2AA1B01
047744040,2AA1B01
047744053,2AA1B01
047744065,2AA1B01
047744077,2AA1B01
047744089,2AA1B01
047744091,2AA1B01
047749027,2AA3D
047749039,2AA3D
047749041,2AA3D
047749054,2AA3D
047749066,2AA3D
047749078,2AA3D
047749080,2AA3D
047749092,2AA3D
047749104,2AA3D
047749116,2AA3D
047749128,2AA3D
047749130,2AA3D
047749142,2AA3D
047749155,2AA3D
047749167,2AA3D
047749179,2AA3D
047749181,2AA3D
047749193,2AA3D
047749205,2AA3D
047749217,2AA3D
047749229,2AA3D
047749231,2AA3D
047753734,2AA1B04
047753746,2AA1B04
047753759,2AA1B04
047753761,2AA2D
047753773,2AA2D
047753785,2AA2D
047753797,2AA2D
047753809,2AA2D
047753811,2AA2D
047753823,2AA2D
047753835,2AA2D
047753847,2AA3D
047753850,2AA3D
047753862,2AA3D
047753874,2AA3D
047753886,2AA3D
047753898,2AA3D
047753900,2AA3D
047754015,2AA1A03
047754027,2AA1A03
047754039,2AA1A03
047758697,2AA1B04
047758709,2AA1B04
047758711,2AA1B04
047758723,2AA1B04
047758735,2AA1B04
047758747,2AA1B04
047758750,2AA1B04
047758762,2AA2D
047758774,2AA2D
047758786,2AA2D
047758798,2AA2D
047758800,2AA2D
047758812,2AA2D
047758824,2AA2D
047758836,2AA2D
047758848,2AA3D
047758851,2AA3D
047758863,2AA3D
047758875,2AA3D
047758887,2AA3D
047762556,2AA3C
047762568,2AA3C
047762570,2AA3C
047762582,2AA3C
047762594,2AA3C
047762606,2AA3C
047762618,2AA1A04
047762620,2AA1A04
047762632,2AA1A04
047762644,2AA1A04
047762657,2AA1A04
047762669,2AA1A04
047762671,2AA1A04
047762683,2AA1B04
047762695,2AA1B04
047762707,2AA1B04
047762719,2AA1B04
047762721,2AA1B04
047762733,2AA1B04
047762745,2AA1B04
047771136,2AA1B03
047771148,2AA1B03
047771151,2AA2C
047771163,2AA2C
047771175,2AA2C
047771187,2AA2C
047771199,2AA2C
047771201,2AA2C
047771213,2AA2C
047771225,2AA2C
047771237,2AA3C
047771249,2AA3C
047771252,2AA3C
047771264,2AA3C
047771276,2AA3C
047771288,2AA3C
047771290,2AA3C
047771302,2AA1A03
047771314,2AA1A03
047771326,2AA1A03
047775337,2AA3C
047775349,2AA3C
047775352,2AA3C
047775364,2AA3C
047775376,2AA3C
047775388,2AA3C
047775390,2AA3C
047775402,2AA3C
047775414,2AA3C
047775426,2AA3C
047775438,2AA3C
047775440,2AA3C
047775453,2AA1B04
047775465,2AA1B04
047775477,2AA1B04
047775489,2AA1B04
047775491,2AA1B04
047775503,2AA1B04
047775515,2AA1B04
047775527,2AA1B04
047775539,2AA1B04
047781479,2AA2A
047782014,2AA1A03
047782026,2AA1A03
047782038,2AA1A03
047782040,2AA1A03
047782053,2AA1A03
047782065,2AA1A03
047782077,2AA1A03
047782089,2AA1A03
047782091,2AA1A03
047782103,2AA1B03
047782115,2AA1B03
047782127,2AA1B03
047782139,2AA1B03
047782141,2AA1B03
047782154,2AA1B03
047782166,2AA1B03
047782178,2AA1B03
047782180,2AA1B03
047782192,2AA1B03
047782204,2AA2C
047786064,2AA1A01
047786076,2AA1A01
047786088,2AA1A01
047786090,2AA1A01
047786102,2AA1A01
047786114,2AA1B01
047786126,2AA1B01
047786138,2AA1B01
047786140,2AA1B01
047786153,2AA1B01
047786165,2AA1B01
047786177,2AA1B01
047786189,2AA1B01
047786191,2AA2A
047786203,2AA2A
047786215,2AA2A
047786227,2AA2A
047786239,2AA2A
047786241,2AA2A
047786254,2AA2A
047786266,2AA2A
047792510,2AA3D
047792522,2AA3D
047792534,2AA3D
047792546,2AA3D
047792559,2AA2D
047792561,2AA2D
047792573,2AA2D
047792585,2AA2D
047792597,2AA2D
047792609,2AA2D
047792611,2AA2D
047792623,2AA2D
047793017,G04CA04
047793029,G04CA04
047793031,G04CA04
047793043,G04CA04
047794019,2AA1B03
047794021,2AA1B03
047794033,2AA1B03
047794045,2AA1B03
047800166,2AA1B03
047800178,2AA1B03
047800180,2AA1B03
047800192,2AA2C
047800204,2AA2C
047800216,2AA2C
047800228,2AA2C
047800230,2AA2C
047800242,2AA2C
047800255,2AA2C
047800267,2AA2C
047800279,2AA3C
047800281,2AA3C
047800293,2AA3C
047800305,2AA3C
047800317,2AA3C
047800329,2AA3C
047800331,2AA3C
047800343,2AA1A03
047800356,2AA1A03
047808249,2AA2D
047808252,2AA2D
047808264,2AA2D
047808276,2AA2D
047808288,2AA1B01
047808290,2AA1B01
047808302,2AA1B01
047808314,2AA1B01
047808326,2AA1B01
047808338,2AA1B01
047808340,2AA1B01
047808353,2AA1B01
047808365,2AA2A
047808377,2AA2A
047808389,2AA2A
047808391,2AA2A
047808403,2AA2A
047808415,2AA2A
047808427,2AA2A
047808439,2AA2A
047808441,2AA1B01
047720115,2AA1B03
047720127,2AA1B03
047720139,2AA1B03
047720141,2AA1B03
047720154,2AA1B03
047720166,2AA1B03
047720178,2AA1B03
047720180,2AA1B03
047720192,2AA1B03
047720204,2AA2C
047720216,2AA2C
047720228,2AA2C
047720230,2AA2C
047720242,2AA2C
047720255,2AA2C
047720267,2AA2C
047720279,2AA2C
047720281,2AA2C
047720293,2AA1B04
047720305,2AA1B04
047720317,2AA1B04
047723729,2AA2D
047723731,2AA2D
047723743,2AA2D
047723756,2AA2D
047723768,2AA2D
047723770,2AA2D
047723782,2AA3D
047723794,2AA3D
047723806,2AA3D
047723818,2AA3D
047723820,2AA3D
047723832,2AA3D
047723844,2AA3D
047723857,2AA3D
047723869,2AA3D
047723871,2AA3D
047723883,2AA3D
047723895,2AA3D
047723907,2AA3D
047723919,2AA3D
047723921,2AA3D
047723933,2AA3D
047727387,2AA3A
047727399,2AA3A
047727401,2AA3A
047727413,2AA3A
047727425,2AA3A
047727437,2AA3A
047727449,2AA3A
047727452,2AA3A
047727464,2AA3A
047727476,2AA3A
047727488,2AA3A
047727490,2AA3A
047727502,2AA3A
047727514,2AA3A
047727526,2AA3A
047727538,2AA7X
047727540,2AA7X
047727553,2AA7X
047727565,2AA7X
047727577,2AA7X
047727589,2AA1B01
047727591,2AA1B03
047734355,2AA1B04
047734367,2AA1B04
047734379,2AA2D
047734381,2AA2D
047734393,2AA2D
047734405,2AA2D
047734417,2AA2D
047734429,2AA2D
047734431,2AA2D
047734443,2AA2D
047734456,2AA1A04
047734468,2AA1B03
047739014,2AA1A03
047739026,2AA1A03
047739038,2AA1A03
047739040,2AA1A03
047739053,2AA1A03
047739065,2AA1A03
047739077,2AA1A03
047739089,2AA1B03
047739091,2AA1B03
047744103,2AA1B01
047744115,2AA1B01
047744127,2AA2A
047744139,2AA2A
047744141,2AA2A
047744154,2AA2A
047744166,2AA2A
047744178,2AA2A
047744180,2AA2A
047744192,2AA2A
047744204,2AA2A
047744216,2AA2A
047744228,2AA2A
047744230,2AA2A
047744242,2AA2A
047744255,2AA2A
047744267,2AA3A
047744279,2AA3A
047744281,2AA3A
047744293,2AA3A
047744305,2AA3A
047744317,2AA3A
047749243,2AA3D
047749256,2AA3D
047749268,2AA3D
047749270,2AA3D
047749282,2AA3D
047749294,2AA3D
047749306,2AA3D
047749318,2AA3D
047749320,2AA3D
047749332,2AA3D
047749344,2AA3D
047749357,2AA3D
047749369,2AA3D
047749371,2AA1A01
047749383,2AA1A01
047749395,2AA1A01
047749407,2AA1A01
047749419,2AA1A01
047749421,2AA1A01
047749433,2AA1A01
047749445,2AA1A01
047754041,2AA1A03
047754054,2AA1B03
047754066,2AA1B03
047754078,2AA1B03
047754080,2AA1B03
047754092,2AA1B03
047754104,2AA1B03
047754116,2AA1B03
047754128,2AA1B03
047754130,2AA2C
047754142,2AA2C
047754155,2AA2C
047754167,2AA2C
047754179,2AA2C
047754181,2AA2C
047754193,2AA1B04
047754205,2AA1B04
047754217,2AA1B04
047754229,2AA1B04
047754231,2AA1B04
047754243,2AA2D
047758899,2AA3D
047758901,2AA3D
047759016,2AA1A03
047759028,2AA1A03
047759030,2AA1A03
047759042,2AA1A03
047759055,2AA1A03
047759067,2AA1A03
047759079,2AA1A03
047759081,2AA1B03
047759093,2AA1B03
047759105,2AA1B03
047759117,2AA1B03
047759129,2AA1B03
047759131,2AA1B03
047759143,2AA1B03
047759156,2AA1B03
047759168,2AA2C
047759170,2AA2C
047759182,2AA2C
047762758,2AA1B04
047762760,2AA2D
047762772,2AA2D
047762784,2AA2D
047762796,2AA2D
047762808,2AA2D
047762810,2AA2D
047762822,2AA2D
047762834,2AA2D
047762846,2AA3D
047762859,2AA3D
047762861,2AA3D
047762873,2AA3D
047762885,2AA3D
047762897,2AA3D
047762909,2AA3D
047763014,2AA1A03
047763026,2AA1A03
047763038,2AA1A03
047763040,2AA1A03
047771338,2AA1A03
047771340,2AA1A03
047771353,2AA1A03
047771365,2AA1B03
047771377,2AA1B03
047771389,2AA1B03
047771391,2AA1B03
047771403,2AA1B03
047771415,2AA1B03
047771427,2AA1B03
047771439,2AA1B03
047771441,2AA2C
047771454,2AA2C
047771466,2AA2C
047771478,2AA2C
047771480,2AA2C
047771492,2AA2C
047771504,2AA2C
047771516,2AA2C
047771528,2AA3C
047775541,2AA1B04
047775554,2AA1B04
047775566,2AA1B04
047775578,2AA1B04
047775580,2AA1B04
047775592,2AA1B04
047775604,2AA2D
047775616,2AA2D
047775628,2AA2D
047775630,2AA2D
047775642,2AA2D
047775655,2AA2D
047775667,2AA2D
047775679,2AA2D
047775681,2AA2D
047775693,2AA2D
047775705,2AA3D
047775717,2AA3D
047775729,2AA3D
047775731,2AA3D
047775743,2AA3D
047782216,2AA2C
047782228,2AA2C
047782230,2AA2C
047782242,2AA2C
047782255,2AA2C
047782267,2AA2C
047782279,2AA2C
047782281,2AA2C
047782293,2AA2C
047782305,2AA2C
047782317,2AA2C
047782329,2AA3C
047782331,2AA3C
047782343,2AA3C
047782356,2AA3C
047782368,2AA3C
047782370,2AA3C
047782382,2AA3C
047782394,2AA3C
047782406,2AA3C
047782418,2AA3C
047782420,2AA3C
047786278,2AA3A
047786280,2AA3A
047786292,2AA3A
047786304,2AA3A
047786316,2AA3A
047786328,2AA3A
047786330,2AA3A
047787015,2AA1A03
047787027,2AA1A03
047787039,2AA1A03
047787041,2AA1A03
047787054,2AA1A03
047787066,2AA1A03
047787078,2AA1A03
047787080,2AA1B03
047787092,2AA1B03
047787104,2AA1B03
047787116,2AA1B03
047787128,2AA1B03
047787130,2AA1B03
047794058,2AA1B03
047794060,2AA1B03
047794072,2AA1B03
047794084,2AA1B03
047794096,2AA1B03
047794108,2AA1B03
047794110,2AA1B03
047794122,2AA1B03
047794134,2AA1B03
047794146,2AA2C
047794159,2AA2C
047794161,2AA2C
047794173,2AA2C
047794185,2AA2C
047794197,2AA2C
047794209,2AA2C
047794223,2AA1B04
047794235,2AA1B04
047794247,2AA1B04
047800368,2AA1A03
047800370,2AA1A03
047800382,2AA1A03
047800394,2AA1A03
047800406,2AA1A03
047800418,2AA1A03
047800420,2AA1A03
047800432,2AA1A03
047800444,2AA1B03
047800457,2AA1B03
047800469,2AA1B03
047800471,2AA1B03
047800483,2AA1B03
047800495,2AA1B03
047800507,2AA1B03
047800519,2AA1B03
047800521,2AA2C
047800533,2AA2C
047800545,2AA2C
047800558,2AA2C
047808454,2AA1B01
047808466,2AA2A
047808478,2AA2A
047808480,2AA2A
047808492,2AA2A
047811017,L01AD01
047812019,C05CA53
047813011,G03AD01
047814013,2AA1A03
047814025,2AA1A03
047814037,2AA1A03
047814049,2AA1A03
047814052,2AA1A03
047814064,2AA1A03
047814076,2AA1A03
047814088,2AA1A03
047814090,2AA1A03
047814102,2AA1A03
047814114,2AA1A03
047814126,2AA1A03
047814138,2AA1B03
047720329,2AA1B04
047720331,2AA1B04
047720343,2AA1B04
047720356,2AA1B04
047720368,2AA1B04
047720370,2AA1B04
047720382,2AA1B04
047720394,2AA1B04
047720406,2AA1B04
047720418,2AA1B04
047720420,2AA1B04
047720432,2AA1B04
047720444,2AA1B04
047720457,2AA2D
047720469,2AA2D
047720471,2AA2D
047720483,2AA2D
047720495,2AA2D
047720507,2AA2D
047720519,2AA2D
047720521,2AA2D
047720533,2AA2D
047723945,2AA3D
047723958,2AA3D
047723960,2AA3D
047723972,2AA3D
047723984,2AA3D
047723996,2AA3D
047724012,2AA1A03
047724024,2AA1A03
047724036,2AA1A03
047724048,2AA1A03
047724051,2AA1A03
047724063,2AA1A03
047724075,2AA1A03
047724087,2AA1A03
047724099,2AA1B03
047724101,2AA1B03
047724113,2AA1B03
047724125,2AA1B03
047724137,2AA1B03
047724149,2AA1B03
047724152,2AA1B03
047727603,2AA2C
047728011,2AA1A03
047728023,2AA1A03
047728035,2AA1A03
047728047,2AA1A03
047728050,2AA1A03
047728062,2AA1A03
047728074,2AA1A03
047728086,2AA1A03
047728098,2AA1A03
047728100,2AA1B03
047728112,2AA1B03
047728124,2AA1B03
047728136,2AA1B03
047728148,2AA1B03
047728151,2AA1B03
047728163,2AA1B03
047728175,2AA1B03
047728187,2AA1B03
047728199,2AA2C
047728201,2AA2C
047739103,2AA1B03
047739115,2AA1B03
047739127,2AA1B03
047739139,2AA1B03
047739141,2AA1B03
047739154,2AA1B03
047739166,2AA2C
047739178,2AA2C
047739180,2AA2C
047739192,2AA2C
047739204,2AA2C
047739216,2AA2C
047739228,2AA2C
047739230,2AA2C
047739242,2AA3C
047739255,2AA3C
047739267,2AA3C
047739279,2AA3C
047739281,2AA3C
047739293,2AA3C
047744329,2AA3A
047744331,2AA3A
047744343,2AA3A
047744356,2AA3A
047744368,2AA3A
047744370,2AA3A
047744382,2AA3A
047744394,2AA3A
047744406,2AA3A
047744418,2AA3A
047744420,2AA3A
047744432,2AA3A
047744444,2AA3A
047744457,2AA3A
047744469,2AA3A
047744471,2AA3A
047744483,2AA3A
047744495,2AA3A
047744507,2AA3A
047744519,2AA3A
047744521,2AA3A
047744533,2AA3A
047749458,2AA1A01
047749460,2AA1A01
047749472,2AA1A01
047749484,2AA1A01
047749496,2AA1B01
047749508,2AA1B01
047749510,2AA1B01
047749522,2AA1B01
047749534,2AA1B01
047749546,2AA1B01
047749559,2AA1B01
047749561,2AA1B01
047749573,2AA1B01
047749585,2AA1B01
047749597,2AA1B01
047749609,2AA1B01
047749611,2AA1B01
047749623,2AA1B01
047749635,2AA2A
047749647,2AA2A
047749650,2AA2A
