aic,atc
005477029,A11GA01
005488061,N02BB
005488073,N02BB
005488085,N02BB
005494012,C01BA
005494024,C01BA13
005509029,M02AC
006569091,A02AH
006569103,A02AH
006570028,A02AA04
006570030,A02AA
006570055,A02AA04
006570067,A02AA04
006570081,A02AA04
006570093,A02AA04
006570117,A02AA04
006570129,A02AA04
006570131,A02AA04
006570143,A02AA04
006570168,A02AA04
006570170,A02AA04
006570182,A02AA04
008028033,A01AB11
008028045,A01AB11
008031027,D08AH30
008043010,R01AB01
008043022,R01AB01
008043034,R01AB01
008043046,R01AB01
008067011,D02AC
008077012,H03BA
008081034,N05CM
008081046,N05CM
008086023,R05CA10
009115041,G02CX
009115054,G02CX
009115066,G02CX
009115078,G02CX
009117019,A02AB
009119013,G01AX
009119037,G01AX
009119049,G01AX
009121017,S01XA
009129014,G02CC
009129026,G02CC
009129038,G02CC
009129040,G02CC
009129053,G02C
009129065,G02CC
009129077,G02CC
009129089,G02CC
005521012,R05X
005521024,R05X
005529019,A06AB
005529021,A06AB57
005529033,A06AB57
005537028,A01AB
005540012,A06AD
005540024,A06AD
005554011,A03BA
005556016,D04AB01
005556028,D04AB01
005556030,D04AB01
005556042,D04AB01
005557018,N02CA02
005564012,A11HA01
005566017,A11CA
005566029,A11CA
006570206,A02AA04
006570218,A02AA04
006570220,A02AA04
006570232,A02AA04
006570244,A02AA04
006570257,A02AA04
006570269,A02AA04
006570271,A02AA04
006575029,C01AC
006575031,C01AC
006575043,C01AC
006585018,A11HA03
006585020,A11HA03
006590018,J07AF01
006591010,N03AB
008093015,R03DA02
008093027,R03DA02
008093039,R03DA02
008096012,R05DA
008096024,R05DA20
008143024,R05DA20
008155018,A06AB
008165021,R05CA
008165033,R05CA
008165045,R05CA
008174017,A11HA
008174029,A11HA03
008174031,A11HA03
009132010,G01AX
009135017,A11CB
009137011,A11CC
009143013,A11DA
009178094,N02BE
009178106,N02BE
009178118,N02BE
009178120,N02BE
009178132,N02BE51
009178144,N02BE
009192016,M02AC
009192028,M02AC
005567019,A11DA01
005567021,A11DA
005567033,A11DA
005568011,B02BA
005569025,A11GA01
005569052,A11GA01
005569076,A11GA01
005569088,A11GA01
005583012,R05X
005583024,R05X
005589015,B01AB
005589027,B01AB
005604018,G01AX
006606014,A11DA
006606026,A11DA
006606038,A11DA
006611026,G03DA04
006663037,B03AB
006663049,B03AB
006677025,R05FB
006733024,A12AA30
006751010,A11JA
006756011,S01EB01
006756023,S01EB01
006756035,S01EB01
008192015,A11HA
008192027,A11HA
008194019,A11GA01
008194021,A11GA01
008194033,A11GA01
008194045,A11GA01
008195024,A11GA01
008231019,0
008231021,0
008243014,S01FA05
008250019,J07AX
008255034,J04AC
008267015,J01DA
009209038,A12BA30
009209040,A12BA30
009210030,N02BE
009210042,N02BE
009223025,R05CA
009243015,D02AB
009243027,D02AB
009243039,D02AB
009256025,A03ED
009256037,A03ED
009261013,R03DA
009261025,R03DA
009262015,A06AB02
009262027,A06AB02
009262039,A06AB02
005616014,A11JB
005616026,A11JB
005638010,G04BX
005638022,N01BB02
005640038,A11HA03
005640053,A11HA03
005640065,A11HA03
005642018,A01AD11
005642020,A01AD11
005647019,A11EA
005647033,A11EA
005647058,A11EA
005647060,A11EA
005672011,H03AA05
006769018,R01AA
006769020,R01AA04
006769057,R01AB01
006774018,C01CA01
006774032,C01CA01
006774044,C01CA01
006774057,C01CA01
006809026,A11BA
006809038,A11BA
006809040,A11BA
006809053,A11BA
006809065,A11BA
006809077,A11BA
008275012,H03BB
008290049,N05CM
008290064,N05CM09
008290076,N05CM09
008290088,N05CM09
008290090,N05CM09
008298010,J01CE08
008298022,J01CE08
008298034,J01CE08
008298046,J01CE08
008304014,R05FA
008315071,A13A
009264021,N05CM
009277017,S01EC01
009277031,S01EC01
009286016,N07AA02
009286028,N07AA
009286030,N07AA
009286042,N07AA02
009324017,S01HA02
009324029,S01HA02
009333042,M01CB02
009333055,M01CB02
009333067,M01CB
009333079,M01CB02
009333081,M01CB02
009333093,M01CB02
009340011,N03AA03
005684055,B06AA55
005713019,A11CC02
005746021,C05CA51
005749015,R05CA10
005749039,R05FB02
005750017,J06AA05
005750029,J06AA05
005781012,A02AH
005781024,A02AH
005781036,A02AH
005781048,A02AH
005781051,A02AH
006847014,J01CE01
006903013,M02AB
006903025,M02AB
006911010,R01AA
006965040,A11BA
006967018,A11CA
006970014,A11GA01
006979013,A03BB01
006979025,A03BB01
006979037,A03BB01
008315083,A13A
008315095,A13A
008341012,A11HA
008343028,A11HA
008350035,B02BA
008358018,C02DB
008366015,P01BA01
008368019,C05BA
008376028,B05BA03
008376030,B05BA03
008376042,B05BA03
008376055,B05BA03
009364047,A11HA
009371016,M02AA
009371028,M02AA
009378011,A11GA
009412014,V08AC06
009416013,A11CC
009417027,B03BA01
009426014,S01XA20
005781063,A02AH
005819038,N05CX
005819053,N05CM
005819065,N05CM
005843014,S02AA30
005858016,A06AX01
005858028,A06AX01
005858030,A06AX01
005858042,A06AX01
005858055,A06AX01
006979049,A03BB01
006979088,A03BB01
006986018,A06AB
006986020,A06AB
007003015,A11GA01
007003027,A11GA01
007027030,A11GA01
007027042,A11GA01
007027055,A11GA01
007027067,A11GA01
007033018,C05AX03
007033020,C05AX03
008381016,A13A
008381030,A13A
008381042,A13A
008381055,A13A
008406011,N02BA
008413015,B01AB01
008447017,A11DA01
008447031,A11DA01
008453019,C05AD
008453021,C05AD
008453033,C05AD03
008453045,C05AD03
008462018,A07AA
008462020,A07AA
009466018,B05AA
009466020,B05AA
009495019,A05AX
009496011,G04BC
009522020,A16AX
009535016,A09AC01
009535028,A09AC01
009535030,A09AC01
005889011,A02AD01
005889023,A02AD01
005982018,A11JA
005982020,A11JA
005986017,A11HA03
005988011,A06AB
005988023,A06AB57
006005045,A11GA
007042017,D10AB02
007068012,A11EX
007076019,S01AA01
007076021,S01AA01
007081019,D03AX
007102015,A02AA04
007110012,C01BA02
007110024,C01BA
007112016,A11GA01
007127018,C04AA
007127020,C04AA
007148048,N02BE51
008475016,M01AX
008475028,M01AX
008477010,A07AA
008477022,A07AA
008477046,A07AA
008477059,A07AA
008477061,A07AA51
008477073,A07AA51
008478012,N07AB02
008478024,N07AB02
008515013,C01BA71
008519023,B06AA03
008546018,S01XA
008546020,S01XA
009553037,J07AM01
009553049,J07AM01
009559042,A11HA
009559055,A11HA
009559067,A11HA32
009559079,A11HA
009585011,A06AB57
009585023,A06AB57
009599010,A11EB
009599022,A11GA01
009619038,D11AC03
009641010,G03EA
006005058,A11GA
006005060,A11GA01
006005072,A11GA01
006006011,A02X
006006023,A02X
006006035,A02X
006006074,A02X
006012013,A07AA04
006029019,A06AA
006029033,A06AA
006029045,A06AA
006029058,A06AA
006029060,A06AA01
006035012,C01DA02
006035024,C01DA02
006035036,C01DA02
007148051,N02BE51
007175019,A01AD11
007175021,A01AD11
007187053,N02BE51
007187065,N02BE51
007187077,N02BE51
007187089,N02BE51
007218047,A09AA
007218050,A09AA02
007224013,A11GA01
007271024,M02AC
007285012,A03AA
007288018,A09AA
008546032,S01XA
008548012,J07AF01
008552034,A06AD
008552046,A06AD
008562023,N02BE51
008564039,A11DA
008565020,A11GA
008569016,J01XE01
008569028,J01XE01
008569030,J01XE01
008570020,A11GA01
008579017,C01BA01
009644081,R05X
009644093,R05X
009646011,R05FA
009646023,R05FA
009646035,R05FA02
009646047,R05FA
009651023,D07AA02
009665011,A11BA
009677016,A06AB57
009677028,A06AB57
009693019,A10AC
009693021,A10AA
006035048,C01DA02
006035051,C01DA02
006035063,C01DA02
006035075,C01DA02
006053033,A02AD01
006090017,R05FA
006090029,R05DA
006090031,R05DA
006090043,R05FA02
006090056,R05DA09
006090068,R05DA09
006105011,N07BC02
006105023,N07BC02
007288020,A09AA
007288032,A09AA
007288044,A09AA
007288057,A09AA
007288069,A09AA
007288071,A09AA
007288119,A09AA
007288121,A09AA02
007293018,B03AC
007293020,B03AB02
007312010,S02DA30
007312022,S02DA30
007313012,S01AB04
007347014,A06AD
007401019,M01AA
007401033,M01AA
008595062,J01AA07
008601015,A06AD
008601027,A06AD
008601039,A06AD
008601041,A06AD
008601054,A06AD
008601066,A06AD
008612018,A13A
008612032,A13A
008612044,A13A
008615015,A02AD01
008631018,A05BA
008631020,A05BA
008631032,A05BA
008631057,A05BA
008631069,A05BA
009693045,A10AA
009733015,M02AC
009740010,J01CE08
009740022,J01CE08
009746013,G03BA03
009746025,G03BA03
009755012,A11CB
009755024,A11CB
009755036,A11CB
009757016,A11HA
009769011,B05A
014408049,A05BA
014424016,A05AX
014424028,A06AB20
014424030,A06AB20
014438016,S01BA02
014438028,S01XA
014438030,S01CA03
014444018,P01AB01
014466015,A11GA
014466027,A11GA
014466039,A11GA01
014466041,A11GA01
014466054,A11GA01
014466066,A11GA
014466078,A11GA
014466080,A11GA
010964029,B03BA
010964070,B03BA
010964106,B03BA
010964118,B03BB
010964144,B03BB
010964157,B03BB
010964169,B03BB
010964183,B03BA
011014014,J07AX
011033014,R01AX10
012336020,S01AA01
012336032,S01AA01
012351021,A06AC
012352023,A11DB
012356010,S01XA
012360020,G03FA04
012363014,S01XA
012373027,A11EA
012373039,A11EA
012377014,R05CA
012377026,R05CA10
012377038,R05CA10
012377053,R05CA10
012377089,R05CA10
012377091,R05CA10
013335017,H02BX
013335029,H02BX
013335031,H02BX
013338013,C01AA
013338025,C01AA
013338037,C01AA
013344015,R05DB03
013344027,R05DB03
013344041,R05DB03
013344054,R05DB03
013346010,H03BC01
013357013,A16AA03
013357025,A16AA03
013362013,J06AA
013370010,J07AP02
014479012,H02BX
014479024,H02BX
014479036,H02BX
014479048,H02BX
014483010,B03AB
014483022,B03AB
014486017,J07AE
014486029,J07AE
014508016,A07FA
014508030,A07FA
014534010,A11DB
014534022,A11DB
011041023,A16AA01
011068032,A07BC30
011068044,A07BC30
011068057,A07BC30
011073018,R02AA
011073020,A01AD11
011074010,S01AX
011076015,B05AA
011076027,B05AA
011077017,S01AA09
011077029,S01AA09
011095027,A06AB
011125022,A11JC
012401016,R05CB
012401028,R05CB
012401030,R05CB
012401042,R05CB
012416020,A03DB04
012416032,A03DB04
012416044,A03DB04
012416057,A03DB04
012420016,R01AX10
012421020,A06AB
012437036,N02CA52
012437048,N02CA52
013370022,J07AP02
013401031,H03AA02
013401068,H03AA02
013403011,N05AB03
013403023,N05AB03
013403035,N05AB03
013403047,N05AB03
013409014,S01XA
013417011,A05BA
013417023,A05BA
013421019,S01CA
013421021,S01CA
013421033,S01CA02
013421045,S01CA02
013422011,A15
009916014,S01EB51
009917030,N02BE
009917042,N02BE
009917055,N02BE51
009917067,N02BE51
009919010,A07FA
009928045,R05DB
009928058,R05DB05
009928060,R05DB05
009928072,R05DB05
009931015,A11BA
009950027,A11GA01
011125034,A11DB
011172020,M04AX
011182019,D07AA02
011182033,D07AA02
011198013,J06AA
011198025,J06AA01
011198037,J06AA01
011203015,S01CB03
011203027,S01CB03
011212077,N02BB
012438053,A07FA51
012438065,A07FA51
012455022,S01AX
012463016,R01AB
012475012,A02AG
012475024,A02AG
012526012,N02BE01
012526024,N02BE01
012532026,H02AB
013422023,A15
013434016,A07FA
013434028,A07FA
013434042,A07FA
013469010,H02AB09
013469022,H02AB09
013469034,H02AB09
013470048,N02BB02
013470051,N02BB02
013476015,S01AA09
013478021,A11AA03
013500032,V04CF01
013500044,V04CF01
013500057,V04CF01
013500069,V04CF01
009950039,A11GA01
009956018,S01XA14
009956020,S01XA14
009964014,M04AC01
009964026,M04AC01
009964038,M04AC01
010000038,C01DA05
010000040,C01DA05
010009013,J06AA
010009025,J06AA02
010009037,J06AA02
010009049,J06AA02
010009052,J06AA
010009064,J06AA
011226026,R03DA05
011226038,R03DA05
011226040,R03DA05
011226089,R03DA05
011226091,R03DA04
011226103,R03DA04
011226127,R03DA05
011226139,R03DA05
011267010,J07AM51
011268012,J07AM01
011268024,J07AM01
011296035,N02BE51
011296047,N02BE51
011297013,J01XB01
012556015,J07BF
012577019,A07AA51
012577021,A07AA
012582033,H02BX
012587010,C01AA
012587022,C01AA
012592010,V03AB
012592034,V03AB
012611048,N05AA03
012611051,N05AA
012611063,N05AA
012611075,N05AA
012611087,N05AA
012611099,N05AA03
012611101,N05AA03
012611113,N05AA03
013500071,V04CF01
013500083,V04CF01
013500095,V04CF01
013500107,V04CF01
013500119,V04CF01
013500121,V04CF01
013508015,N03AX
013521012,C05CA
013528017,V03AX
013528029,D03AX
013528031,D03AX
013536040,V06AA
013536053,V06AA
013542016,R05X
013542028,R05X
013566017,G03BA03
010009076,J06AA02
010030017,L01BB02
010058016,A07AA02
010058028,D01AA01
010058030,A07AA02
010058042,G01AA
010058055,G01AA
010079034,A06AB
010079046,A06AB
010081089,R05CA03
010081091,R05CA03
010081103,R05CA03
010081115,R05CA03
010089011,H02AB07
011297049,A07AA10
011297064,A07AA10
011327018,A09AA
011327020,A09AA
011340015,M01CB
011351018,C05AD07
011351020,C05AD07
011355029,A16AX
011355070,A16AX
011371010,A02X
011378015,G01BA
012611125,N05AA03
012627028,B01AB
012627042,B01AB
012627055,C05BA03
012627079,B01AB01
012627081,B01AB01
012627093,B01AB01
012627105,B01AB01
012627117,B01AB01
012677035,A01AD11
012677047,A01AD11
012714010,A13A
012714022,A13A
013569013,A03DA
013569025,A03DA
013569037,A03DA
013569049,A03DA
013580016,A11GB01
013580028,A11GB01
013580030,A11GB01
013587023,A06AA02
013592023,A05BA
013598026,A11BA
010089035,H02AB07
010089047,H02AB07
010101018,J06BA01
010115020,S03AA30
010130021,A11HA05
010130033,A11HA05
010130058,A11HA05
010130060,A11HA05
010130072,A11HA05
010174035,S01AA01
010178010,A09AA
010178022,A09AA
010178046,A09AA
011378027,G01BA
011378039,G01BA
011417019,A03AX13
011431018,A07AA51
011446010,R05X
011449016,S01XA
011449028,S01XA
011460019,A11EA
011460021,A11EA
012736017,A11DB
012745016,N02BE01
012745028,N02BE01
012745042,N02BE01
012745055,N02BE01
012745067,N02BE01
012745079,N02BE01
012745081,N02BE01
012745093,N02BE01
012745105,N02BE01
012745117,N02BE01
012745129,N02BE01
012745131,N02BE01
012745143,N02BE01
012745168,N02BE01
012745170,N02BE01
012745182,N02BE01
012745218,N02BE01
012745220,N02BE01
012745232,N02BE01
012745244,N02BE01
012745257,N02BE01
013614045,J07AP
013624022,A11EA
013649013,R01AB
013657010,A11GB
013670031,A11EB
013673013,N02BB
013673025,N02BB
013688015,A05AX03
013691011,D03AA
013711015,N02CA04
013719012,M02AC
010178061,A09AA
010178073,A09AA02
010178085,A09AA
010198012,A11EX
010198024,A11EX
010198036,A11EX
010198048,A11EX
010203026,B03AB
010208015,D04AA12
010210019,B02BX03
010217014,A05BA
010220046,N02BE51
010220059,N02BE51
010220061,N02BE51
011475023,R01AA08
011476037,A11DB
011476052,A11DB
011483029,A06AB20
011495013,A11GA01
011531011,N06CA
011531035,N06CA
011544018,B05AA01
011544020,B05AA01
011578010,A11EA
012745269,N02BE01
012745271,N02BE01
012752010,A11JC
012752034,A11JC
012798017,J07AX
012798029,J07AX
012804011,J01RA
012808010,M09A
012811016,R01AB05
012812018,A11JA
012821017,L01AA02
012829014,M02AC
012829026,M02AC
012829038,M02AC
013730015,A10BB
013732019,B01AB01
013754015,R05X
013754027,R05X
013754039,R05X
013759028,B03BB51
013769029,A01AB11
013795012,S01AX04
013800014,C01CX
013800026,C01CX
013800038,C01DX08
013800040,C01CX
013802018,C05BA
013802020,C05BA53
013802032,C05BA53
010221012,B05A
010226025,R05CA10
010226049,R05CA10
010226052,R05CA10
010226064,R05CA10
010226076,R05FA
010226088,R03DA
010226090,R03DA
010226126,R03DA
010226138,N02BB
010226140,N02BB
010226165,R05CA
010226177,R05X
010226203,R03DA
011591017,J01XE01
011594025,C01DX13
011594037,C01DX13
011598024,R05DB12
011621012,S01FB01
011621024,S01FB01
011621036,S01FB01
011637016,J01BA
011680016,R05DA
011680028,R05DA
011680030,R05DA
011680042,R05DA
011680055,R05DA09
012829040,M02AC
012832022,R02AA02
012836161,J07BB
012836173,J07BB
012836185,J07BB
012836197,J07BB
012836209,J07BB
012836211,J07BB
012836223,J07BB
013833013,G01AX
013857014,R06AB01
013868029,C05AA
013868031,C05AA01
013868043,C05AA01
013906019,C01BA01
013906021,C01BA01
013906033,C01BA01
013906045,C01BA01
013915018,A13A
013915020,A13A
013915032,A13A
013915044,A13A
013915057,A13A
013915069,A13A
013918014,C04AC
010226215,R05FA02
010239010,J01CE02
010251015,A06AB20
010252017,J04AC51
010252029,J04AC
010267019,C05CA
010267021,C05CA
010269013,C02N
010273011,M02AC
010275016,H02AB06
010275028,H02AB06
010275030,H02AB06
011680067,R05DA09
011680079,R05DA09
011700022,H02AB06
011722028,A06AB04
011723018,A06AD
011723020,A06AD
011723032,A06AD
011723044,A06AD
011723057,A06AD10
011723069,A06AD10
011723071,A06AD10
011723083,A06AD10
011733019,A09AB
011733021,A09AB
011733033,A09AB
011733045,A09AB
012836235,J07BB
012836247,J07BB
012836250,J07BB
012836262,J07BB02
012836274,J07BB02
012836286,J07BB02
012836298,J07BB02
012875175,J07BB
012875187,J07BB
013922024,D08AK04
013922036,D08AK04
013936024,H02BX
013941036,D04AA
013941048,D04AA
013941051,D04AA22
013941063,D04AA22
013945011,A06AA
013946013,R05CA10
013946025,R05CA10
013947015,D07AA01
013947039,D07AA01
013947041,D07AA01
013952015,C02LA
010282010,R05FA02
010282022,R05FA02
010282034,R05FA02
010284014,L01AB
010292011,H03CA
010308017,M03AB01
010308029,M03AB01
010316014,R01AD60
010316026,S01CB03
010316038,R01AD60
010316040,R01AD60
010316053,R01AD60
010317016,B05AA01
010317028,B05AA01
010317030,B05AA01
010317042,B05AA01
011733058,A09AB
011771019,N05BC01
011782012,B01AA07
011782024,B01AA07
011782036,B01AA07
011804022,M02AC
011813019,R05DA
011813021,R05DA
011813033,R05DA
011816030,R05CA
011816067,R05CA03
011816079,R05CA03
012875199,J07BB
012875201,J07BB
012875213,J07BB02
012875225,J07BB
012875237,J07BB
012875249,J07BB
012875252,J07BB02
012875264,J07BB02
012880011,S01AX
012889022,A01AD11
012926010,A09AA
012926034,A09AA02
012926046,A09AA02
012933026,J01ED
012934129,J07BB
013953017,N02BE51
013959010,J07AE
013959022,J07AE
013967017,P01BA
013967029,P01BA
013967031,P01BA02
013967043,P01BA02
013967056,P01BA02
013972017,H02AB08
013972031,H02AB08
013972056,H02AB08
013973019,H02AB
013973033,H02AB08
013973058,D07AB09
013973060,D07AB09
013973108,H02AB08
013973110,H02AB08
013973122,H02AB08
010318032,D07AA02
010323020,A07FA
010344012,L01BB02
010357010,R05DA09
010357022,R05DA09
010357034,R05DA09
010357046,R05DA09
010365017,C01AA05
010365029,C01AA05
010386011,C05BA01
010386023,C05BA01
010386062,C05BA01
010386074,C05BA01
010410013,A07BA51
011825015,A06AG10
011825027,A06AG10
011825039,A06AG10
011878028,A06AB
011899034,A06AB
011899046,A06AB
011899059,A06AB56
011916032,D07CB
011916044,D07CB
011926033,C10AX
012934168,J07BB
012934182,J07BB
012934194,J07BB
012934206,J07BB
012934218,J07BB
012934220,J07BB
012934232,J07BB
012934244,J07BB
012934257,J07BB
012934269,J07BB
012934271,J07BB
012934283,J07BB02
012934295,J07BB02
012943015,B02BX02
013973134,H02AB08
013977018,N02AC
013986017,H02AB09
013986029,H02AB09
013986031,H02AB09
013986043,H02AB09
013993011,S01AA
013993023,S01AA30
014015010,A07AA06
014015034,A07AA06
014015046,A07AA
014034058,A02AX
010410037,A07BA51
010419051,D03AA
010435016,A11CA
010435028,A11CA
010435042,A11CA01
010454015,J07AX
010462012,D02AB
010462024,D02AB
010489019,N06BA
010495012,S01CA
010495024,D07CA
010495036,D07CA
010495048,S01CA03
010495051,D07CA01
010495063,D07CA01
011926045,C10AX
011926058,C10AX
011967015,A06AD10
011967027,A06AD10
011967039,A06AD10
011967041,A06AD10
011967054,A06AD10
011967066,A06AD10
011977030,N02BA01
011977042,N02BA01
011986015,S02CA
011986027,S02CA02
011987017,M03BX03
011987029,M03BX03
011987031,M03BX03
012943027,B02BX02
012943039,B02BX02
012947014,S01AA30
012947026,S01AA30
012948016,A11JC
012976015,A11DB
012976027,A11DB
012988034,A06AB
012988046,A06AB
012988059,A06AB
013013026,N04AB02
013013038,N04AB02
013032026,A09AA02
013046014,A07FA
013046026,A07FA
013046038,A07FA
014034060,A02AX
014089015,C04AA
014089027,C04AA
014092023,C05CA
014092035,C05CA
014092047,C05CA
014092050,C05CA
014097012,C05CA
014097024,C05CA
014097036,C05CA
014115012,A11CB
014115024,A11CB
014115036,A11CB
014115048,A11CB
014123018,A13A
014123020,A13A
010510016,J06AA05
010519027,R05FA
010519039,R05FA
010519041,R05FA
010519054,R05FA02
010519066,R05FA02
010519078,R05FA02
010588010,D06C
012004014,H02BX
012010017,J01AA
012010029,J01AA
012031011,J01XE01
012031023,J01XE01
012042014,H02BX
012042026,H02BX
012046025,A13A
012046049,A13A
012048017,A07EC01
012048029,A07EC01
012048031,A07EC01
012048043,A07EC01
012068019,B03BB
013046040,A07FA
013046053,A07FA
013046065,A07FA
013046077,A07FA
013046089,A07FA
013046091,A07FA
013046103,A07FA
013046115,A07FA
013046127,A07FA
013046139,A07FA
013046141,A07FA
013070014,G03CA
013074012,S01CA03
013092010,A11JA
014123032,A13A
014123044,A13A
014136016,N04AA03
014136028,N04AA03
014137018,S01XA
014137020,S01XA
014152019,J01XE01
014152021,J01XE
014153011,G02C
014154013,R02AA
014159014,H02AB04
014159026,H02AB04
014159040,H02AB04
014159065,H02AB04
010637039,G01AA
010655013,D02AA
010655025,D02AA
010658019,A11DA
010681029,N07BB01
010706012,A06AB04
010708016,D05AC
010723029,R05CA09
010732028,S01BA02
010732030,S01BA02
010732055,S01BA02
010732067,S01BA02
010733018,S01CA
010733020,S01CA
012068021,B03BB
012102024,N02BE51
012108027,R01AB
012108039,R01AB02
012116012,A10BB03
012136139,A11JA
012136166,A11JA
012136178,A11JA
012136180,A11JA
012136192,A11JA
